state,county,biden_party,trump_party,biden_total_votes,trump_total_votes,biden_won,trump_won,biden_percent,trump_percent
New Hampshire,New Boston,DEM,REP,1826,2036,FALSE,TRUE,0.47281201450025895,0.527187985499741
New Hampshire,New Ipswich,DEM,REP,962,2099,FALSE,TRUE,0.3142763802678863,0.6857236197321137
New Hampshire,Pelham,DEM,REP,3480,5253,FALSE,TRUE,0.3984884919271728,0.6015115080728273
New Hampshire,Peterborough,DEM,REP,3090,1246,TRUE,FALSE,0.7126383763837638,0.2873616236162362
New Hampshire,Sharon,DEM,REP,153,116,TRUE,FALSE,0.5687732342007435,0.43122676579925645
New Hampshire,Temple,DEM,REP,518,432,TRUE,FALSE,0.5452631578947369,0.4547368421052631
New Hampshire,Weare,DEM,REP,2211,3213,FALSE,TRUE,0.40763274336283184,0.5923672566371682
New Hampshire,Wilton,DEM,REP,1330,1090,TRUE,FALSE,0.5495867768595041,0.4504132231404959
New Hampshire,Windsor,DEM,REP,33,91,FALSE,TRUE,0.2661290322580645,0.7338709677419355
New Hampshire,Allenstown,DEM,REP,1050,1233,FALSE,TRUE,0.45992115637319314,0.5400788436268069
New Hampshire,Andover,DEM,REP,844,726,TRUE,FALSE,0.5375796178343949,0.4624203821656051
New Hampshire,Boscawen,DEM,REP,931,1064,FALSE,TRUE,0.4666666666666667,0.5333333333333333
New Hampshire,Bow,DEM,REP,3256,2167,TRUE,FALSE,0.6004056795131846,0.3995943204868154
New Hampshire,Bradford,DEM,REP,563,478,TRUE,FALSE,0.5408261287223823,0.45917387127761766
New Hampshire,Canterbury,DEM,REP,1009,718,TRUE,FALSE,0.5842501447596989,0.41574985524030106
New Hampshire,Chichester,DEM,REP,770,930,FALSE,TRUE,0.45294117647058824,0.5470588235294118
New Hampshire,Concord,DEM,REP,15511,7983,TRUE,FALSE,0.660211117732187,0.339788882267813
New Hampshire,Danbury,DEM,REP,290,414,FALSE,TRUE,0.4119318181818182,0.5880681818181819
New Hampshire,Dunbarton,DEM,REP,877,1121,FALSE,TRUE,0.4389389389389389,0.5610610610610611
New Hampshire,Epsom,DEM,REP,1180,1702,FALSE,TRUE,0.40943789035392086,0.5905621096460791
New Hampshire,Franklin,DEM,REP,1804,2281,FALSE,TRUE,0.4416156670746634,0.5583843329253366
New Hampshire,Henniker,DEM,REP,1569,1075,TRUE,FALSE,0.5934190620272315,0.4065809379727685
New Hampshire,Hill,DEM,REP,224,403,FALSE,TRUE,0.3572567783094099,0.6427432216905902
New Hampshire,Hooksett,DEM,REP,4060,4387,FALSE,TRUE,0.4806440156268498,0.5193559843731502
New Hampshire,Hopkinton,DEM,REP,2688,1400,TRUE,FALSE,0.6575342465753424,0.34246575342465757
New Hampshire,Loudon,DEM,REP,1489,2152,FALSE,TRUE,0.4089535841801703,0.5910464158198296
New Hampshire,Newbury,DEM,REP,905,726,TRUE,FALSE,0.5548743102391172,0.44512568976088285
New Hampshire,New London,DEM,REP,2081,1059,TRUE,FALSE,0.6627388535031847,0.33726114649681527
New Hampshire,Northfield,DEM,REP,1122,1435,FALSE,TRUE,0.4387954634337114,0.5612045365662885
New Hampshire,Pembroke,DEM,REP,2189,2057,TRUE,FALSE,0.5155440414507773,0.48445595854922274
New Hampshire,Pittsfield,DEM,REP,807,1230,FALSE,TRUE,0.3961708394698085,0.6038291605301915
New Hampshire,Salisbury,DEM,REP,380,517,FALSE,TRUE,0.4236343366778149,0.5763656633221851
New Hampshire,Sutton,DEM,REP,753,574,TRUE,FALSE,0.5674453654860587,0.43255463451394127
New Hampshire,Warner,DEM,REP,1050,844,TRUE,FALSE,0.5543822597676874,0.4456177402323126
New Hampshire,Webster,DEM,REP,548,669,FALSE,TRUE,0.45028759244042726,0.5497124075595727
New Hampshire,Wilmot,DEM,REP,583,366,TRUE,FALSE,0.6143308746048473,0.38566912539515275
New Hampshire,Atkinson,DEM,REP,2250,2795,FALSE,TRUE,0.44598612487611494,0.554013875123885
New Hampshire,Auburn,DEM,REP,1619,2265,FALSE,TRUE,0.4168383110195675,0.5831616889804325
New Hampshire,Brentwood,DEM,REP,1505,1372,TRUE,FALSE,0.5231143552311436,0.4768856447688564
New Hampshire,Candia,DEM,REP,1039,1702,FALSE,TRUE,0.37905873768697557,0.6209412623130244
New Hampshire,Chester,DEM,REP,1465,1951,FALSE,TRUE,0.428864168618267,0.571135831381733
New Hampshire,Danville,DEM,REP,1082,1686,FALSE,TRUE,0.3908959537572254,0.6091040462427746
New Hampshire,Deerfield,DEM,REP,1360,1786,FALSE,TRUE,0.4322949777495232,0.5677050222504768
New Hampshire,Derry,DEM,REP,8215,9412,FALSE,TRUE,0.4660464060815794,0.5339535939184206
New Hampshire,East Kingston,DEM,REP,781,889,FALSE,TRUE,0.4676646706586826,0.5323353293413173
New Hampshire,Epping,DEM,REP,2047,2311,FALSE,TRUE,0.4697108765488756,0.5302891234511244
New Hampshire,Exeter,DEM,REP,6820,3321,TRUE,FALSE,0.6725175032048122,0.3274824967951878
New Hampshire,Fremont,DEM,REP,1151,1635,FALSE,TRUE,0.4131371141421393,0.5868628858578607
New Hampshire,Greenland,DEM,REP,1723,1160,TRUE,FALSE,0.597641345820326,0.402358654179674
New Hampshire,Hampstead,DEM,REP,2494,3303,FALSE,TRUE,0.43022252889425566,0.5697774711057444
New Hampshire,Hampton,DEM,REP,6150,5212,TRUE,FALSE,0.5412779440239395,0.45872205597606053
New Hampshire,Hampton Falls,DEM,REP,845,863,FALSE,TRUE,0.49473067915690866,0.5052693208430914
New Hampshire,Kensington,DEM,REP,805,726,TRUE,FALSE,0.5258001306335728,0.4741998693664272
New Hampshire,Kingston,DEM,REP,1731,2311,FALSE,TRUE,0.42825333993072734,0.5717466600692727
New Hampshire,Londonderry,DEM,REP,7738,7905,FALSE,TRUE,0.49466214920411683,0.5053378507958832
New Hampshire,New Castle,DEM,REP,619,281,TRUE,FALSE,0.6877777777777778,0.3122222222222222
New Hampshire,Newfields,DEM,REP,719,512,TRUE,FALSE,0.5840779853777417,0.4159220146222583
New Hampshire,Newington,DEM,REP,304,325,FALSE,TRUE,0.48330683624801274,0.5166931637519873
New Hampshire,Newmarket,DEM,REP,3953,1925,TRUE,FALSE,0.6725076556651922,0.3274923443348078
New Hampshire,Newton,DEM,REP,1277,1680,FALSE,TRUE,0.4318566114305039,0.5681433885694961
New Hampshire,North Hampton,DEM,REP,1987,1455,TRUE,FALSE,0.5772806507844277,0.4227193492155723
New Hampshire,Northwood,DEM,REP,1329,1483,FALSE,TRUE,0.4726173541963016,0.5273826458036984
New Hampshire,Nottingham,DEM,REP,1769,1641,TRUE,FALSE,0.5187683284457478,0.48123167155425217
New Hampshire,Plaistow,DEM,REP,2045,2504,FALSE,TRUE,0.4495493515058255,0.5504506484941745
New Hampshire,Portsmouth,DEM,REP,10663,3836,TRUE,FALSE,0.7354300296572177,0.2645699703427823
New Hampshire,Raymond,DEM,REP,2378,3517,FALSE,TRUE,0.403392705682782,0.596607294317218
New Hampshire,Rye,DEM,REP,2781,1620,TRUE,FALSE,0.6319018404907976,0.36809815950920244
New Hampshire,Salem,DEM,REP,7638,9969,FALSE,TRUE,0.43380473675242803,0.566195263247572
New Hampshire,Sandown,DEM,REP,1632,2273,FALSE,TRUE,0.41792573623559537,0.5820742637644046
New Hampshire,Seabrook,DEM,REP,1973,2595,FALSE,TRUE,0.43191768826619964,0.5680823117338003
New Hampshire,South Hampton,DEM,REP,304,326,FALSE,TRUE,0.48253968253968255,0.5174603174603174
New Hampshire,Stratham,DEM,REP,3306,2115,TRUE,FALSE,0.6098505810736027,0.3901494189263973
New Hampshire,Windham,DEM,REP,4567,5196,FALSE,TRUE,0.4677865410222268,0.5322134589777732
New Hampshire,Barrington,DEM,REP,3142,2733,TRUE,FALSE,0.5348085106382978,0.4651914893617022
New Hampshire,Dover,DEM,REP,12508,6331,TRUE,FALSE,0.6639418228143744,0.3360581771856256
New Hampshire,Durham,DEM,REP,5970,1712,TRUE,FALSE,0.777141369435043,0.22285863056495703
New Hampshire,Farmington,DEM,REP,1365,2000,FALSE,TRUE,0.40564635958395245,0.5943536404160475
New Hampshire,Lee,DEM,REP,1957,971,TRUE,FALSE,0.6683743169398907,0.3316256830601093
New Hampshire,Madbury,DEM,REP,824,454,TRUE,FALSE,0.6447574334898278,0.35524256651017216
New Hampshire,Middleton,DEM,REP,378,643,FALSE,TRUE,0.3702252693437806,0.6297747306562194
New Hampshire,Milton,DEM,REP,1015,1476,FALSE,TRUE,0.4074668807707748,0.5925331192292251
New Hampshire,New Durham,DEM,REP,727,1109,FALSE,TRUE,0.3959694989106754,0.6040305010893245
New Hampshire,Rochester,DEM,REP,8132,8367,FALSE,TRUE,0.492878356264016,0.507121643735984
New Hampshire,Rollinsford,DEM,REP,951,735,TRUE,FALSE,0.5640569395017794,0.4359430604982206
New Hampshire,Somersworth,DEM,REP,3422,2550,TRUE,FALSE,0.573007367716008,0.426992632283992
New Hampshire,Strafford,DEM,REP,1330,1408,FALSE,TRUE,0.48575602629656683,0.5142439737034332
New Hampshire,Acworth,DEM,REP,293,269,TRUE,FALSE,0.5213523131672598,0.47864768683274017
New Hampshire,Charlestown,DEM,REP,1185,1239,FALSE,TRUE,0.48886138613861385,0.5111386138613861
New Hampshire,Claremont,DEM,REP,2895,2788,TRUE,FALSE,0.5094140418792891,0.49058595812071093
New Hampshire,Cornish,DEM,REP,679,408,TRUE,FALSE,0.624655013799448,0.375344986200552
New Hampshire,Croydon,DEM,REP,172,319,FALSE,TRUE,0.35030549898167007,0.6496945010183299
New Hampshire,Goshen,DEM,REP,186,284,FALSE,TRUE,0.39574468085106385,0.6042553191489362
New Hampshire,Grantham,DEM,REP,1669,747,TRUE,FALSE,0.6908112582781457,0.3091887417218543
New Hampshire,Langdon,DEM,REP,206,199,TRUE,FALSE,0.508641975308642,0.49135802469135803
New Hampshire,Lempster,DEM,REP,274,440,FALSE,TRUE,0.38375350140056025,0.6162464985994398
New Hampshire,Newport,DEM,REP,1301,1773,FALSE,TRUE,0.4232270657124268,0.5767729342875731
New Hampshire,Plainfield,DEM,REP,1135,522,TRUE,FALSE,0.6849728424864212,0.3150271575135788
New Hampshire,Springfield,DEM,REP,437,436,TRUE,FALSE,0.5005727376861397,0.49942726231386025
New Hampshire,Sunapee,DEM,REP,1309,1086,TRUE,FALSE,0.5465553235908142,0.45344467640918584
New Hampshire,Unity,DEM,REP,335,531,FALSE,TRUE,0.38683602771362585,0.6131639722863742
New Hampshire,Washington,DEM,REP,314,467,FALSE,TRUE,0.4020486555697823,0.5979513444302177
New Jersey,Atlantic County,DEM,REP,68978,60957,TRUE,FALSE,0.5308654327163582,0.4691345672836418
New Jersey,Bergen County,DEM,REP,259358,182831,TRUE,FALSE,0.5865320032836637,0.4134679967163363
New Jersey,Burlington County,DEM,REP,145987,96583,TRUE,FALSE,0.6018345219936513,0.3981654780063487
New Jersey,Camden County,DEM,REP,161719,79126,TRUE,FALSE,0.6714650501359796,0.32853494986402043
New Jersey,Cape May County,DEM,REP,23583,32770,FALSE,TRUE,0.41848703706989865,0.5815129629301014
New Jersey,Cumberland County,DEM,REP,30148,27294,TRUE,FALSE,0.5248424497754256,0.4751575502245744
New Jersey,Essex County,DEM,REP,237981,68038,TRUE,FALSE,0.7776673997366177,0.2223326002633823
New Jersey,Gloucester County,DEM,REP,86588,83312,TRUE,FALSE,0.5096409652736904,0.4903590347263096
New Jersey,Hudson County,DEM,REP,157349,53435,TRUE,FALSE,0.7464940412934568,0.25350595870654324
New Jersey,Hunterdon County,DEM,REP,38658,42203,FALSE,TRUE,0.47807966757769504,0.521920332422305
New Jersey,Mercer County,DEM,REP,112845,47788,TRUE,FALSE,0.7025019765552533,0.29749802344474674
New Jersey,Middlesex County,DEM,REP,205718,128535,TRUE,FALSE,0.6154559570145968,0.38454404298540323
New Jersey,Monmouth County,DEM,REP,176558,187393,FALSE,TRUE,0.4851147544587046,0.5148852455412953
New Jersey,Morris County,DEM,REP,148913,136659,TRUE,FALSE,0.5214551846819716,0.4785448153180284
New Jersey,Ocean County,DEM,REP,113359,203613,FALSE,TRUE,0.35763095793950256,0.6423690420604975
New Jersey,Passaic County,DEM,REP,118112,84873,TRUE,FALSE,0.5818755080424662,0.41812449195753376
New Jersey,Salem County,DEM,REP,13722,18042,FALSE,TRUE,0.4319984888553079,0.5680015111446921
New Jersey,Somerset County,DEM,REP,103875,67335,TRUE,FALSE,0.6067110565971614,0.3932889434028386
New Jersey,Sussex County,DEM,REP,34417,51566,FALSE,TRUE,0.40027679890210854,0.5997232010978915
New Jersey,Union County,DEM,REP,158051,75222,TRUE,FALSE,0.6775366201832188,0.3224633798167812
New Jersey,Warren County,DEM,REP,23861,32998,FALSE,TRUE,0.4196521219156158,0.5803478780843843
New Mexico,Bernalillo County,DEM,REP,193756,116135,TRUE,FALSE,0.6252391970079803,0.37476080299201975
New Mexico,Catron County,DEM,REP,594,1698,FALSE,TRUE,0.2591623036649215,0.7408376963350785
New Mexico,Chaves County,DEM,REP,6381,15656,FALSE,TRUE,0.2895584698461678,0.7104415301538323
New Mexico,Cibola County,DEM,REP,4745,3975,TRUE,FALSE,0.544151376146789,0.455848623853211
New Mexico,Colfax County,DEM,REP,2611,3271,FALSE,TRUE,0.4438966337980279,0.5561033662019721
New Mexico,Curry County,DEM,REP,4307,10444,FALSE,TRUE,0.2919802047318826,0.7080197952681174
New Mexico,De Baca County,DEM,REP,231,656,FALSE,TRUE,0.26042841037204056,0.7395715896279594
New Mexico,Do�a Ana County,DEM,REP,47958,32800,TRUE,FALSE,0.5938482874761634,0.40615171252383664
New Mexico,Eddy County,DEM,REP,5424,17454,FALSE,TRUE,0.23708366115919224,0.7629163388408078
New Mexico,Grant County,DEM,REP,7590,6553,TRUE,FALSE,0.5366612458460015,0.4633387541539985
New Mexico,Guadalupe County,DEM,REP,1234,916,TRUE,FALSE,0.573953488372093,0.42604651162790697
New Mexico,Harding County,DEM,REP,179,319,FALSE,TRUE,0.35943775100401604,0.6405622489959839
New Mexico,Hidalgo County,DEM,REP,821,1117,FALSE,TRUE,0.4236326109391125,0.5763673890608876
New Mexico,Lea County,DEM,REP,4061,16531,FALSE,TRUE,0.19721250971250973,0.8027874902874903
New Mexico,Lincoln County,DEM,REP,3194,6942,FALSE,TRUE,0.31511444356748225,0.6848855564325178
New Mexico,Los Alamos County,DEM,REP,7554,4278,TRUE,FALSE,0.6384381338742393,0.3615618661257607
New Mexico,Luna County,DEM,REP,3565,4407,FALSE,TRUE,0.44719016557952834,0.5528098344204717
New Mexico,McKinley County,DEM,REP,17969,7782,TRUE,FALSE,0.6977981437614074,0.30220185623859264
New Mexico,Mora County,DEM,REP,1744,902,TRUE,FALSE,0.6591080876795162,0.34089191232048377
New Mexico,Otero County,DEM,REP,8483,14521,FALSE,TRUE,0.3687619544427056,0.6312380455572943
New Mexico,Quay County,DEM,REP,1170,2634,FALSE,TRUE,0.30757097791798105,0.692429022082019
New Mexico,Rio Arriba County,DEM,REP,10990,5408,TRUE,FALSE,0.6702036833760214,0.32979631662397857
New Mexico,Roosevelt County,DEM,REP,1802,4634,FALSE,TRUE,0.2799875699192045,0.7200124300807955
New Mexico,Sandoval County,DEM,REP,40588,34174,TRUE,FALSE,0.5428961236992055,0.4571038763007945
New Mexico,San Juan County,DEM,REP,18081,32874,FALSE,TRUE,0.35484250809537826,0.6451574919046217
New Mexico,San Miguel County,DEM,REP,7888,3421,TRUE,FALSE,0.6974975683084269,0.3025024316915731
New Mexico,Santa Fe County,DEM,REP,62530,18329,TRUE,FALSE,0.7733214608145043,0.22667853918549574
New Mexico,Sierra County,DEM,REP,2265,3542,FALSE,TRUE,0.39004649560874805,0.609953504391252
New Mexico,Socorro County,DEM,REP,3722,3255,TRUE,FALSE,0.5334671062061058,0.4665328937938942
New Mexico,Taos County,DEM,REP,13030,3663,TRUE,FALSE,0.7805667046067214,0.2194332953932786
New Mexico,Torrance County,DEM,REP,2344,4772,FALSE,TRUE,0.32939853850477796,0.670601461495222
New Mexico,Union County,DEM,REP,383,1388,FALSE,TRUE,0.21626199887069453,0.7837380011293055
New Mexico,Valencia County,DEM,REP,14263,17363,FALSE,TRUE,0.4509896920255486,0.5490103079744514
New York,Albany County,DEM,REP,73189,45570,TRUE,FALSE,0.61628171338593285,0.38371828661406715
New York,Allegany County,DEM,REP,4188,12670,FALSE,TRUE,0.24842804603155771,0.7515719539684422
New York,Bronx County,DEM,REP,271835,55849,TRUE,FALSE,0.8295644584416694,0.17043554155833063
New York,Broome County,DEM,REP,32275,38351,FALSE,TRUE,0.45698467986294,0.54301532013706
New York,Cattaraugus County,DEM,REP,9142,20295,FALSE,TRUE,0.3105615382002242,0.6894384617997757
New York,Cayuga County,DEM,REP,14637,18709,FALSE,TRUE,0.43894320158339833,0.5610567984166017
New York,Chautauqua County,DEM,REP,23075,34846,FALSE,TRUE,0.3983874587800625,0.6016125412199376
New York,Chemung County,DEM,REP,11573,19388,FALSE,TRUE,0.37379283614870323,0.6262071638512967
New York,Chenango County,DEM,REP,5126,11736,FALSE,TRUE,0.3039971533625904,0.6960028466374095
New York,Clinton County,DEM,REP,12690,14354,FALSE,TRUE,0.4692353202189025,0.5307646797810974
New York,Columbia County,DEM,REP,19764,14235,TRUE,FALSE,0.5813112150357364,0.41868878496426365
New York,Cortland County,DEM,REP,10367,10788,FALSE,TRUE,0.490049633656346,0.509950366343654
New York,Delaware County,DEM,REP,6420,11952,FALSE,TRUE,0.34944480731548005,0.6505551926845199
New York,Dutchess County,DEM,REP,57720,59661,FALSE,TRUE,0.4917320520356787,0.5082679479643213
New York,Erie County,DEM,REP,198808,178349,TRUE,FALSE,0.5271226571427814,0.4728773428572186
New York,Essex County,DEM,REP,6970,7953,FALSE,TRUE,0.46706426321785166,0.5329357367821483
New York,Franklin County,DEM,REP,6586,8530,FALSE,TRUE,0.4356972744112199,0.56430272558878
New York,Fulton County,DEM,REP,5804,13989,FALSE,TRUE,0.2932349820643662,0.7067650179356337
New York,Genesee County,DEM,REP,7048,17340,FALSE,TRUE,0.2889945875020502,0.7110054124979498
New York,Greene County,DEM,REP,7675,12722,FALSE,TRUE,0.3762808256116095,0.6237191743883905
New York,Hamilton County,DEM,REP,863,1917,FALSE,TRUE,0.310431654676259,0.689568345323741
New York,Herkimer County,DEM,REP,7282,17038,FALSE,TRUE,0.29942434210526314,0.7005756578947369
New York,Jefferson County,DEM,REP,12053,22779,FALSE,TRUE,0.3460323840146991,0.653967615985301
New York,Kings County,DEM,REP,514133,174731,TRUE,FALSE,0.7463490616435174,0.25365093835648256
New York,Lewis County,DEM,REP,2768,7931,FALSE,TRUE,0.25871576782876904,0.741284232171231
New York,Livingston County,DEM,REP,12401,18139,FALSE,TRUE,0.40605762933857237,0.5939423706614276
New York,Madison County,DEM,REP,13934,18044,FALSE,TRUE,0.43573706923509914,0.5642629307649009
New York,Monroe County,DEM,REP,146403,122995,TRUE,FALSE,0.5434450144396024,0.45655498556039764
New York,Montgomery County,DEM,REP,5746,11500,FALSE,TRUE,0.3331787081062275,0.6668212918937725
New York,Nassau County,DEM,REP,311385,295871,TRUE,FALSE,0.5127738548486964,0.4872261451513036
New York,New York County,DEM,REP,377605,65001,TRUE,FALSE,0.8531402647049521,0.14685973529504792
New York,Niagara County,DEM,REP,34809,51355,FALSE,TRUE,0.4039854231465577,0.5960145768534423
New York,Oneida County,DEM,REP,30542,51950,FALSE,TRUE,0.37024196285700434,0.6297580371429956
New York,Onondaga County,DEM,REP,113970,84117,TRUE,FALSE,0.575353253873298,0.42464674612670195
New York,Ontario County,DEM,REP,20779,25757,FALSE,TRUE,0.4465145263881726,0.5534854736118274
New York,Orange County,DEM,REP,61868,76218,FALSE,TRUE,0.4480396274785279,0.5519603725214721
New York,Orleans County,DEM,REP,4082,11173,FALSE,TRUE,0.2675843985578499,0.7324156014421501
New York,Oswego County,DEM,REP,14677,28914,FALSE,TRUE,0.3366979422357826,0.6633020577642175
New York,Otsego County,DEM,REP,12986,14366,FALSE,TRUE,0.4747733255337818,0.5252266744662182
New York,Putnam County,DEM,REP,20266,26888,FALSE,TRUE,0.4297832633498749,0.5702167366501252
New York,Queens County,DEM,REP,412393,181225,TRUE,FALSE,0.6947110768204469,0.30528892317955314
New York,Rensselaer County,DEM,REP,30450,33371,FALSE,TRUE,0.4771156829256828,0.5228843170743172
New York,Richmond County,DEM,REP,67223,110094,FALSE,TRUE,0.37911198587839856,0.6208880141216014
New York,Rockland County,DEM,REP,50926,63830,FALSE,TRUE,0.44377636027745826,0.5562236397225417
New York,St. Lawrence County,DEM,REP,13036,21862,FALSE,TRUE,0.37354576193478134,0.6264542380652187
New York,Saratoga County,DEM,REP,49697,55248,FALSE,TRUE,0.4735528133784363,0.5264471866215636
New York,Schenectady County,DEM,REP,31685,27544,TRUE,FALSE,0.5349575376926843,0.4650424623073157
New York,Schoharie County,DEM,REP,4006,9010,FALSE,TRUE,0.30777504609711126,0.6922249539028887
New York,Schuyler County,DEM,REP,3902,5620,FALSE,TRUE,0.40978785969334175,0.5902121403066583
New York,Seneca County,DEM,REP,5076,7582,FALSE,TRUE,0.40101121820192764,0.5989887817980724
New York,Steuben County,DEM,REP,11299,26781,FALSE,TRUE,0.2967174369747899,0.7032825630252101
New York,Suffolk County,DEM,REP,259463,333617,FALSE,TRUE,0.4374839819248668,0.5625160180751332
New York,Sullivan County,DEM,REP,10995,15555,FALSE,TRUE,0.41412429378531074,0.5858757062146893
New York,Tioga County,DEM,REP,6724,13292,FALSE,TRUE,0.3359312549960032,0.6640687450039968
New York,Tompkins County,DEM,REP,22624,9640,TRUE,FALSE,0.7012149764443343,0.2987850235556657
New York,Ulster County,DEM,REP,42606,33580,TRUE,FALSE,0.5592366051505526,0.4407633948494474
New York,Warren County,DEM,REP,11811,15200,FALSE,TRUE,0.43726629891525676,0.5627337010847433
New York,Washington County,DEM,REP,8537,14577,FALSE,TRUE,0.3693432551700268,0.6306567448299731
New York,Wayne County,DEM,REP,12799,23734,FALSE,TRUE,0.35034078778091043,0.6496592122190896
New York,Westchester County,DEM,REP,220963,126013,TRUE,FALSE,0.6368250253619847,0.3631749746380153
New York,Wyoming County,DEM,REP,5073,13897,FALSE,TRUE,0.26742224565102796,0.732577754348972
New York,Yates County,DEM,REP,4217,6208,FALSE,TRUE,0.4045083932853717,0.5954916067146283
North Carolina,Alamance County,DEM,REP,38825,46056,FALSE,TRUE,0.45740507298453126,0.5425949270154687
North Carolina,Alexander County,DEM,REP,4145,15888,FALSE,TRUE,0.2069086008086657,0.7930913991913343
North Carolina,Alleghany County,DEM,REP,1486,4527,FALSE,TRUE,0.24713121569931815,0.7528687843006818
North Carolina,Anson County,DEM,REP,5789,5321,TRUE,FALSE,0.5210621062106211,0.4789378937893789
North Carolina,Ashe County,DEM,REP,4164,11451,FALSE,TRUE,0.26666666666666666,0.7333333333333334
North Carolina,Avery County,DEM,REP,2191,7172,FALSE,TRUE,0.23400619459574923,0.7659938054042508
North Carolina,Beaufort County,DEM,REP,9633,16437,FALSE,TRUE,0.3695051783659379,0.6304948216340621
North Carolina,Bertie County,DEM,REP,5939,3817,TRUE,FALSE,0.6087535875358754,0.3912464124641246
North Carolina,Bladen County,DEM,REP,7326,9676,FALSE,TRUE,0.43089048347253267,0.5691095165274673
North Carolina,Brunswick County,DEM,REP,33310,55850,FALSE,TRUE,0.3735980260206371,0.6264019739793629
North Carolina,Buncombe County,DEM,REP,96515,62412,TRUE,FALSE,0.6072913979374178,0.3927086020625822
North Carolina,Burke County,DEM,REP,13118,31019,FALSE,TRUE,0.29721095679361986,0.7027890432063801
North Carolina,Cabarrus County,DEM,REP,52162,63237,FALSE,TRUE,0.4520143155486616,0.5479856844513384
North Carolina,Caldwell County,DEM,REP,10245,32119,FALSE,TRUE,0.24183268813143236,0.7581673118685677
North Carolina,Camden County,DEM,REP,1537,4312,FALSE,TRUE,0.2627799623867328,0.7372200376132672
North Carolina,Carteret County,DEM,REP,12093,30028,FALSE,TRUE,0.28710144583461933,0.7128985541653807
North Carolina,Caswell County,DEM,REP,4860,7089,FALSE,TRUE,0.40672859653527493,0.5932714034647251
North Carolina,Catawba County,DEM,REP,25689,56588,FALSE,TRUE,0.3122257739100842,0.6877742260899158
North Carolina,Chatham County,DEM,REP,26787,21186,TRUE,FALSE,0.558376586830092,0.44162341316990805
North Carolina,Cherokee County,DEM,REP,3583,12628,FALSE,TRUE,0.2210227623218802,0.7789772376781198
North Carolina,Chowan County,DEM,REP,3247,4471,FALSE,TRUE,0.42070484581497797,0.579295154185022
North Carolina,Clay County,DEM,REP,1699,5112,FALSE,TRUE,0.2494494200557921,0.7505505799442079
North Carolina,Cleveland County,DEM,REP,16955,33798,FALSE,TRUE,0.3340689220341655,0.6659310779658345
North Carolina,Columbus County,DEM,REP,9446,16832,FALSE,TRUE,0.35946419057766954,0.6405358094223305
North Carolina,Craven County,DEM,REP,21149,31032,FALSE,TRUE,0.4053007799773864,0.5946992200226136
North Carolina,Cumberland County,DEM,REP,84469,60032,TRUE,FALSE,0.5845565082594584,0.4154434917405416
North Carolina,Currituck County,DEM,REP,4195,11657,FALSE,TRUE,0.26463537723946506,0.7353646227605349
North Carolina,Dare County,DEM,REP,9936,13938,FALSE,TRUE,0.4161849710982659,0.5838150289017341
North Carolina,Davidson County,DEM,REP,22636,64658,FALSE,TRUE,0.2593076270992279,0.7406923729007722
North Carolina,Davie County,DEM,REP,6713,18228,FALSE,TRUE,0.2691552062868369,0.730844793713163
North Carolina,Duplin County,DEM,REP,8767,13793,FALSE,TRUE,0.3886081560283688,0.6113918439716313
North Carolina,Durham County,DEM,REP,144690,32461,TRUE,FALSE,0.8167608424451457,0.18323915755485432
North Carolina,Edgecombe County,DEM,REP,16089,9206,TRUE,FALSE,0.6360545562364104,0.3639454437635896
North Carolina,Forsyth County,DEM,REP,113029,85060,TRUE,FALSE,0.5705970548591794,0.42940294514082056
North Carolina,Franklin County,DEM,REP,15882,20904,FALSE,TRUE,0.4317403359973903,0.5682596640026096
North Carolina,Gaston County,DEM,REP,40959,73033,FALSE,TRUE,0.3593146887500877,0.6406853112499122
North Carolina,Gates County,DEM,REP,2546,3367,FALSE,TRUE,0.43057669541687804,0.569423304583122
North Carolina,Graham County,DEM,REP,905,3710,FALSE,TRUE,0.19609967497291442,0.8039003250270855
North Carolina,Granville County,DEM,REP,14565,16647,FALSE,TRUE,0.4666474432910419,0.5333525567089581
North Carolina,Greene County,DEM,REP,3832,4874,FALSE,TRUE,0.44015621410521477,0.5598437858947852
North Carolina,Guilford County,DEM,REP,173086,107294,TRUE,FALSE,0.617326485483986,0.38267351451601395
North Carolina,Halifax County,DEM,REP,15545,10080,TRUE,FALSE,0.6066341463414634,0.3933658536585366
North Carolina,Harnett County,DEM,REP,22093,35177,FALSE,TRUE,0.3857691636109656,0.6142308363890344
North Carolina,Haywood County,DEM,REP,13144,22834,FALSE,TRUE,0.3653343710045028,0.6346656289954973
North Carolina,Henderson County,DEM,REP,27211,40032,FALSE,TRUE,0.40466665675237573,0.5953333432476242
North Carolina,Hertford County,DEM,REP,7097,3479,TRUE,FALSE,0.6710476550680786,0.3289523449319214
North Carolina,Hoke County,DEM,REP,11804,9453,TRUE,FALSE,0.5552994307757445,0.4447005692242555
North Carolina,Hyde County,DEM,REP,1046,1418,FALSE,TRUE,0.424512987012987,0.575487012987013
North Carolina,Iredell County,DEM,REP,33888,67010,FALSE,TRUE,0.33586394180261253,0.6641360581973874
North Carolina,Jackson County,DEM,REP,9591,11356,FALSE,TRUE,0.4578698620327493,0.5421301379672507
North Carolina,Johnston County,DEM,REP,41261,68354,FALSE,TRUE,0.3764174611138986,0.6235825388861014
