PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
84788,20160531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,62,1,659.09003,722.78998,722.78998,906270,0.095817,722.78003,722.78998,471828,1,1,722.78998,,20160531,0.095817,0.014316,0.011905,-0.000625,-0.002410,0.015329
84788,20160630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20160719,,,,,1,6,61,1,691.35999,728.23999,715.62000,746082,-0.009920,715.62000,715.96997,474000,1,1,715.62000,,20160630,-0.009920,0.003110,0.001037,0.005826,0.003017,0.000906
84788,20160729,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20160929,,,,,1,6,61,1,725.67999,758.81000,758.81000,686568,0.060353,758.66998,759.22998,474074,1,1,758.81000,,20160729,0.060353,0.038775,0.037528,0.049896,0.048770,0.035610
84788,20160831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,61,1,754.64001,772.56000,769.15997,500139,0.013640,768.96997,769.17999,474074,1,1,769.15997,,20160831,0.013640,0.002789,0.000453,0.013063,0.011285,-0.001219
84788,20160930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20161018,,,,,1,6,62,1,760.14001,837.31000,837.31000,673657,0.088603,837.12000,837.29999,475000,1,1,837.31000,,20160930,0.088603,0.003017,0.001240,0.015381,0.013400,-0.001234
84788,20161031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20161229,,,,,1,6,63,1,776.32001,844.35999,789.82001,770705,-0.056717,789.79999,789.90997,475167,1,1,789.82001,,20161031,-0.056717,-0.021594,-0.022839,-0.039942,-0.041024,-0.019426
84788,20161130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,63,1,719.07001,787.75000,750.57001,1100918,-0.049695,750.57001,750.75000,475167,1,1,750.57001,,20161130,-0.049695,0.040491,0.038046,0.050511,0.048697,0.034174
84788,20161230,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170124,,,,,1,6,63,1,740.34003,774.34003,749.87000,736693,-0.000933,750.02002,750.40002,477000,1,1,749.87000,,20161230,-0.000933,0.018792,0.016652,0.015881,0.012400,0.018201
84788,20170131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170216,,,,,1,6,64,1,753.66998,839.15002,823.47998,707189,0.098164,823.23999,823.29999,477171,1,1,823.47998,,20170131,0.098164,0.022190,0.021166,0.025942,0.025086,0.017884
84788,20170228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170330,,,,,1,6,61,1,807.64001,856.44000,845.03998,717536,0.026182,844.87000,845.03998,477615,1,1,845.03998,,20170228,0.026182,0.032664,0.030563,0.017117,0.015543,0.037198
84788,20170331,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170417,,,,,1,6,62,1,843.20001,886.53998,886.53998,607266,0.049110,886.53998,887.08002,478000,1,1,886.53998,,20170331,0.049110,0.002092,0.000220,0.006410,0.004425,-0.000389
84788,20170428,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170629,,,,,1,6,62,1,884.66998,924.98999,924.98999,735435,0.043371,925.00000,925.01001,477975,1,1,924.98999,,20170428,0.043371,0.009615,0.008496,0.003691,0.002694,0.009091
84788,20170531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,61,1,934.15002,996.70001,994.62000,762487,0.075276,994.62000,995.01001,477975,1,1,994.62000,,20170531,0.075276,0.009335,0.006989,-0.011327,-0.013018,0.011576
84788,20170630,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170717,,,,,1,6,61,1,964.16998,1011.34003,968.00000,961813,-0.026764,967.62000,968.01001,480000,1,1,968.00000,,20170630,-0.026764,0.009470,0.007586,0.022941,0.020472,0.004814
84788,20170731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20170928,,,,,1,6,62,1,953.65997,1052.80005,987.78003,788729,0.020434,987.50000,987.81000,480380,1,1,987.78003,,20170731,0.020434,0.020329,0.018945,0.009089,0.008033,0.019349
84788,20170831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,63,1,945.26001,996.19000,980.59998,774232,-0.007269,980.37000,980.66998,480380,1,1,980.59998,,20170831,-0.007269,0.001589,-0.000647,-0.008740,-0.010304,0.000546
84788,20170929,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20171017,,,,,1,6,64,1,938.59998,999.59998,961.34998,594091,-0.019631,960.48999,960.96997,482000,1,1,961.34998,,20170929,-0.019631,0.023733,0.022128,0.046756,0.044722,0.019303
84788,20171031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180123,,,,,1,6,63,1,957.09998,1110.84998,1105.28003,833449,0.149717,1105.28003,1105.46997,481872,1,1,1105.28003,,20171031,0.149717,0.019282,0.018180,0.002217,0.001202,0.022188
84788,20171130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,63,1,1094.21997,1195.82996,1176.75000,771775,0.064662,1176.57996,1176.58997,481872,1,1,1176.75000,,20171130,0.064662,0.027309,0.024984,0.020848,0.019008,0.028083
84788,20171229,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,62,1,1133.94995,1190.57996,1169.46997,580139,-0.006187,1169.46997,1169.54004,481872,1,1,1169.46997,,20171229,-0.006187,0.012173,0.010316,0.014234,0.011158,0.009832
84788,20180131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180219,,,,,1,6,62,1,1189.01001,1450.89001,1450.89001,964245,0.240639,1451.54004,1451.75000,484107,1,1,1450.89001,,20180131,0.240639,0.050657,0.049703,0.029440,0.028639,0.056179
84788,20180228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180328,,,,,1,6,61,1,1339.59998,1521.94995,1512.44995,1379892,0.042429,1512.44995,1512.95996,484608,1,1,1512.44995,,20180228,0.042429,-0.039464,-0.041331,-0.040040,-0.041481,-0.038947
84788,20180329,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180417,,,,,1,6,61,1,1431.42004,1598.39001,1447.33997,1303999,-0.043049,1444.01001,1445.95996,485000,1,1,1447.33997,,20180329,-0.043049,-0.018434,-0.020303,0.001183,-0.001111,-0.026885
84788,20180430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180628,,,,,1,6,62,1,1371.98999,1572.62000,1566.13000,1301856,0.082075,1566.00000,1566.56006,485227,1,1,1566.13000,,20180430,0.082075,0.004769,0.003660,0.008205,0.007083,0.002719
84788,20180531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,1569.68005,1629.62000,1629.62000,716445,0.040539,1629.67004,1630.14001,485227,1,1,1629.62000,,20180531,0.040539,0.026169,0.023877,0.034612,0.032912,0.021608
84788,20180629,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180717,,,,,1,6,62,1,1641.54004,1750.07996,1699.80005,860218,0.043065,1698.81995,1699.67004,487000,1,1,1699.80005,,20180629,0.043065,0.005335,0.003550,0.002815,0.000065,0.004842
84788,20180731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20180927,,,,,1,6,62,1,1693.95996,1863.60999,1777.43994,974984,0.045676,1777.43994,1777.87000,487741,1,1,1777.43994,,20180731,0.045676,0.031603,0.030466,0.006800,0.005761,0.036022
84788,20180831,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,60,1,1797.17004,2012.70996,2012.70996,965718,0.132365,2013.00000,2014.72998,487741,1,1,2012.70996,,20180831,0.132365,0.030221,0.027755,0.019158,0.017220,0.030263
84788,20180928,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20181016,,,,,1,6,61,1,1908.03003,2039.51001,2003.00000,949442,-0.004824,2002.55005,2002.83997,484000,1,1,2003.00000,,20180928,-0.004824,0.000446,-0.001189,-0.010314,-0.012381,0.004294
84788,20181031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190122,,,,,1,6,62,1,1530.42004,2004.35999,1598.01001,1833406,-0.202192,1597.82996,1599.18994,488969,1,1,1598.01001,,20181031,-0.202192,-0.074032,-0.075100,-0.082433,-0.083411,-0.069403
84788,20181130,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,61,1,1495.45996,1755.48999,1690.17004,1393304,0.057672,1693.15002,1693.18994,488969,1,1,1690.17004,,20181130,0.057672,0.018535,0.016198,0.000576,-0.001232,0.017859
84788,20181231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,60,1,1343.95996,1772.35999,1501.96997,1547997,-0.111350,1503.39001,1504.41003,488969,1,1,1501.96997,,20181231,-0.111350,-0.089807,-0.092043,-0.099310,-0.102864,-0.091777
84788,20190131,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190224,,,,,1,6,61,1,1500.28003,1718.72998,1718.72998,1340426,0.144317,1718.73999,1719.76001,491203,1,1,1718.72998,,20190131,0.144317,0.088276,0.087048,0.120268,0.119346,0.078684
84788,20190228,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190328,,,,,1,6,61,1,1588.21997,1658.81006,1639.82996,809418,-0.045906,1639.79004,1640.20996,491760,1,1,1639.82996,,20190228,-0.045906,0.032716,0.030660,0.038566,0.037059,0.029729
84788,20190329,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190416,,,,,1,6,62,1,1620.80005,1819.26001,1780.75000,1008380,0.085936,1780.87000,1781.19995,492000,1,1,1780.75000,,20190329,0.085936,0.012978,0.011155,-0.003896,-0.006074,0.017924
84788,20190430,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190627,,,,,1,6,62,1,1813.97998,1950.63000,1926.52002,813030,0.081859,1926.51001,1926.80005,492332,1,1,1926.52002,,20190430,0.081859,0.037882,0.036688,0.020323,0.019130,0.039313
84788,20190531,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,,,,,,1,6,63,1,1775.06995,1962.45996,1775.06995,982070,-0.078613,1774.66003,1775.06995,492332,1,1,1775.06995,,20190531,-0.078613,-0.061653,-0.063869,-0.064571,-0.066402,-0.065778
84788,20190628,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190716,,,,,1,6,62,1,1692.68994,1918.18994,1893.63000,747629,0.066792,1889.75000,1890.33997,494000,1,1,1893.63000,,20190628,0.066792,0.067271,0.065273,0.049002,0.046094,0.068930
84788,20190731,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20190929,,,,,1,6,62,1,1866.78003,2020.98999,1866.78003,731945,-0.014179,1866.38000,1866.73999,494656,1,1,1866.78003,,20190731,-0.014179,0.011882,0.010728,-0.005245,-0.006280,0.013128
84788,20190830,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,1749.62000,1855.31995,1776.29004,799855,-0.048474,1776.18005,1776.30005,494656,1,1,1776.29004,,20190830,-0.048474,-0.020271,-0.022301,-0.040001,-0.041599,-0.018092
84788,20190930,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20191015,,,,,1,6,62,1,1725.44995,1843.55005,1735.91003,619954,-0.022733,1735.56006,1736.10999,495000,1,1,1735.91003,,20190930,-0.022733,0.016024,0.014162,0.017680,0.015359,0.017181
84788,20191031,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,0,,,,,,,,,20191231,,,,,1,6,62,1,1705.51001,1787.47998,1776.66003,721622,0.023475,1776.82996,1777.37000,495797,1,1,1776.66003,,20191031,0.023475,0.019265,0.018094,0.006291,0.005261,0.020432
84788,20191129,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,,,,,,,,,,,,,,,,,,,,,,,,,1734.70996,1818.51001,1800.80005,520498,0.013587,1800.95996,1800.96997,495797,1,1,1800.80005,,20191129,0.013587,0.034971,0.032961,0.026624,0.024961,0.034047
84788,20191231,,11,3,7370,02313510,AMZN,AMAZON COM INC,,AMZN,454113,Q,A,R,15473,20733,3,7370,02313510,,0.00000,,100,,,,0,,,,,,,,,,0,A,0.00000,A,1,6,61,1,1739.20996,1869.80005,1847.83997,687587,0.026122,1846.90002,1847.62000,495797,1,1,1847.83997,,20191231,0.026122,0.028448,0.026200,0.044379,0.040641,0.028590
